guide	gene	DMSO_D12	DMSO_D6	D0_D0	Resveratrol_D12
chr20:42825868-42825887_OSER1_-	OSER1	799	1093	1867	2330
chr20:42825993-42826012_OSER1_-	OSER1	202	309	568	47
chr20:42826104-42826123_OSER1_+	OSER1	21	87	237	7
chr2:190620117-190620136_OSGEPL1_+	OSGEPL1	1069	1827	1669	1673
chr2:190619019-190619038_OSGEPL1_-	OSGEPL1	1282	1197	1015	1422
chr2:190618728-190618747_OSGEPL1_-	OSGEPL1	255	499	183	538
chr2:190617427-190617446_OSGEPL1_-	OSGEPL1	683	412	481	124
chr14:20922739-20922758_OSGEP_+	OSGEP	21	141	116	35
chr14:20920501-20920520_OSGEP_+	OSGEP	80	667	945	120
chr14:20920198-20920217_OSGEP_+	OSGEP	0	0	84	0
chr14:20917368-20917387_OSGEP_-	OSGEP	156	289	293	195
chr16:83991287-83991306_OSGIN1_-	OSGIN1	370	639	904	811
chr16:83992953-83992972_OSGIN1_+	OSGIN1	272	382	655	93
chr16:83994174-83994193_OSGIN1_+	OSGIN1	478	698	417	0
chr16:83994598-83994617_OSGIN1_+	OSGIN1	710	969	1179	1890
chr8:90915023-90915042_OSGIN2_-	OSGIN2	2719	2213	1419	1377
chr8:90926298-90926317_OSGIN2_+	OSGIN2	1039	889	639	1157
chr8:90926782-90926801_OSGIN2_+	OSGIN2	617	937	646	48
chr8:90933378-90933397_OSGIN2_+	OSGIN2	1297	540	369	1139
chr5:38869198-38869217_OSMR_+	OSMR	971	785	691	1432
chr5:38876454-38876473_OSMR_+	OSMR	926	1128	1158	670
chr5:38881711-38881730_OSMR_-	OSMR	307	391	521	359
chr5:38921875-38921894_OSMR_+	OSMR	932	739	277	418
chr22:30662785-30662804_OSM_-	OSM	490	1173	3496	805
chr22:30661020-30661039_OSM_-	OSM	342	893	768	696
chr22:30661052-30661071_OSM_-	OSM	1182	1289	607	877
chr22:30660121-30660140_OSM_-	OSM	730	683	408	30
chr2:19553160-19553179_OSR1_-	OSR1	1093	1272	609	420
chr2:19553277-19553296_OSR1_+	OSR1	334	916	697	399
chr2:19553315-19553334_OSR1_+	OSR1	739	691	481	313
chr2:19553352-19553371_OSR1_+	OSR1	1082	918	708	311
chr8:99961261-99961280_OSR2_+	OSR2	2193	1636	846	749
chr8:99961528-99961547_OSR2_+	OSR2	2075	1684	1058	2368
chr8:99963871-99963890_OSR2_+	OSR2	392	921	562	1381
chr8:99963913-99963932_OSR2_-	OSR2	2	41	0	0
chr2:27294277-27294296_OST4_+	OST4	1184	958	728	2425
chr4:109571877-109571896_OSTC_+	OSTC	107	451	731	148
chr4:109571878-109571897_OSTC_-	OSTC	726	594	832	450
chr4:109571881-109571900_OSTC_-	OSTC	1831	1604	919	1838
chr4:109571882-109571901_OSTC_-	OSTC	449	495	546	131
chr9:77745510-77745529_OSTF1_+	OSTF1	1010	938	410	1883
chr9:77748229-77748248_OSTF1_+	OSTF1	673	857	761	2010
chr9:77755792-77755811_OSTF1_-	OSTF1	1289	1450	1100	1588
chr9:77761606-77761625_OSTF1_+	OSTF1	311	327	230	273
chr6:108395457-108395476_OSTM1_-	OSTM1	1315	1038	1132	434
chr6:108395458-108395477_OSTM1_-	OSTM1	800	653	866	336
chr6:108395459-108395478_OSTM1_-	OSTM1	490	755	526	1368
chr6:108395733-108395752_OSTM1_+	OSTM1	1160	1964	1968	3763
chr3:190936562-190936581_OSTN_+	OSTN	4187	3893	2620	3196
chr3:190936719-190936738_OSTN_+	OSTN	378	509	325	775
chr3:190967866-190967885_OSTN_-	OSTN	1249	1324	694	1003
chr3:190967867-190967886_OSTN_-	OSTN	3393	2921	1178	847
chrX:38240591-38240610_OTC_+	OTC	1125	1251	807	1818
chrX:38260660-38260679_OTC_-	OTC	982	1102	947	298
chrX:38271204-38271223_OTC_+	OTC	373	797	866	268
chrX:38280293-38280312_OTC_-	OTC	427	551	543	881
chr16:21689905-21689924_OTOA_+	OTOA	445	973	1452	233
chr16:21698793-21698812_OTOA_-	OTOA	492	689	847	295
chr16:21702940-21702959_OTOA_-	OTOA	516	704	421	1193
chr16:21716568-21716587_OTOA_+	OTOA	357	779	1351	1975
chr2:26741925-26741944_OTOF_-	OTOF	259	390	376	63
chr2:26739288-26739307_OTOF_-	OTOF	370	566	1001	281
chr2:26725203-26725222_OTOF_+	OTOF	1543	1365	1372	1811
chr2:26717842-26717861_OTOF_-	OTOF	235	367	521	782
chr12:80752117-80752136_OTOGL_-	OTOGL	183	651	398	301
chr12:80752534-80752553_OTOGL_+	OTOGL	585	1102	617	1310
chr11:17631716-17631735_OTOG_-	OTOG	784	585	964	5742
chr11:17633862-17633881_OTOG_-	OTOG	1049	1046	733	785
chr11:17653450-17653469_OTOG_-	OTOG	2935	2333	1223	2893
chr11:17657229-17657248_OTOG_-	OTOG	2155	2020	1319	765
chr3:161214719-161214738_OTOL1_+	OTOL1	938	466	584	389
chr3:161214813-161214832_OTOL1_-	OTOL1	1728	1888	744	2946
chr3:161220092-161220111_OTOL1_+	OTOL1	615	469	526	560
chr3:161220939-161220958_OTOL1_+	OTOL1	385	617	336	1171
chr4:4228319-4228338_OTOP1_+	OTOP1	55	131	136	144
chr4:4204199-4204218_OTOP1_-	OTOP1	430	641	432	92
chr4:4199174-4199193_OTOP1_-	OTOP1	248	634	1107	1384
chr4:4190603-4190622_OTOP1_+	OTOP1	980	1171	1123	464
chr17:72920909-72920928_OTOP2_-	OTOP2	0	58	467	448
chr17:72923813-72923832_OTOP2_-	OTOP2	1066	973	536	812
chr17:72926991-72927010_OTOP2_+	OTOP2	368	700	924	1878
chr17:72929547-72929566_OTOP2_-	OTOP2	1328	1651	1734	1481
chr17:72937794-72937813_OTOP3_-	OTOP3	823	994	1466	1537
chr17:72937812-72937831_OTOP3_-	OTOP3	2412	1493	820	2528
chr17:72938002-72938021_OTOP3_-	OTOP3	995	1172	767	745
chr17:72942795-72942814_OTOP3_-	OTOP3	0	0	0	0
chr20:16729073-16729092_OTOR_-	OTOR	787	1280	865	953
chr20:16729591-16729610_OTOR_+	OTOR	810	895	251	795
chr20:16730562-16730581_OTOR_+	OTOR	1909	2452	1874	1757
chr20:16731739-16731758_OTOR_-	OTOR	2701	2220	1111	3863
chr2:241079723-241079742_OTOS_-	OTOS	2321	2450	1047	761
chr2:241079481-241079500_OTOS_-	OTOS	808	1154	479	794
chr2:241078688-241078707_OTOS_-	OTOS	1976	1223	972	2361
chr2:241078728-241078747_OTOS_+	OTOS	627	989	418	119
chr5:76932736-76932755_OTP_+	OTP	431	690	730	1097
chr5:76933005-76933024_OTP_+	OTP	542	912	1264	722
chr5:76926112-76926131_OTP_+	OTP	1805	2282	1289	569
chr5:76926470-76926489_OTP_+	OTP	664	1125	662	362
chr11:63753916-63753935_OTUB1_+	OTUB1	719	694	578	242
chr11:63755808-63755827_OTUB1_-	OTUB1	1352	986	1169	1120
chr11:63764099-63764118_OTUB1_+	OTUB1	649	945	864	936
chr11:63764354-63764373_OTUB1_+	OTUB1	554	590	983	190
chr14:94505356-94505375_OTUB2_+	OTUB2	49	118	97	1578
chr14:94505376-94505395_OTUB2_-	OTUB2	2153	2032	1682	2364
chr14:94511011-94511030_OTUB2_-	OTUB2	862	1023	429	279
chr14:94512172-94512191_OTUB2_+	OTUB2	643	762	664	634
chr10:23728479-23728498_OTUD1_-	OTUD1	795	803	684	1141
chr10:23728592-23728611_OTUD1_-	OTUD1	831	1124	844	673
chr10:23728702-23728721_OTUD1_-	OTUD1	569	592	954	230
chr10:23728718-23728737_OTUD1_-	OTUD1	571	480	496	474
chr1:20209201-20209220_OTUD3_+	OTUD3	617	483	377	132
chr1:20216955-20216974_OTUD3_+	OTUD3	1553	1082	373	97
chr1:20224091-20224110_OTUD3_+	OTUD3	175	357	114	0
chr1:20232930-20232949_OTUD3_+	OTUD3	705	566	607	734
chr4:146101005-146101024_OTUD4_-	OTUD4	1037	622	680	1108
chr4:146080713-146080732_OTUD4_-	OTUD4	335	677	735	325
chr4:146072003-146072022_OTUD4_-	OTUD4	1796	1402	968	1220
chr4:146071770-146071789_OTUD4_+	OTUD4	1015	1173	561	694
chrX:48814591-48814610_OTUD5_+	OTUD5	901	867	573	49
chrX:48801439-48801458_OTUD5_+	OTUD5	59	283	269	48
chrX:48792259-48792278_OTUD5_-	OTUD5	1660	1558	1173	864
chrX:48792012-48792031_OTUD5_+	OTUD5	1243	967	1171	269
chrX:69282497-69282516_OTUD6A_+	OTUD6A	940	1275	1033	1529
chrX:69282536-69282555_OTUD6A_+	OTUD6A	217	366	233	515
chrX:69282801-69282820_OTUD6A_+	OTUD6A	1471	1387	731	3938
chrX:69283072-69283091_OTUD6A_-	OTUD6A	87	62	673	856
chr8:92082600-92082619_OTUD6B_+	OTUD6B	1091	1241	748	567
chr8:92082673-92082692_OTUD6B_+	OTUD6B	2179	1850	506	874
chr8:92090838-92090857_OTUD6B_-	OTUD6B	1070	1496	778	989
chr8:92096296-92096315_OTUD6B_-	OTUD6B	927	1282	709	2377
chr15:31947399-31947418_OTUD7A_+	OTUD7A	604	365	368	260
chr15:31862223-31862242_OTUD7A_-	OTUD7A	1849	1763	1467	1571
chr15:31851190-31851209_OTUD7A_-	OTUD7A	508	1114	1368	1188
chr15:31822971-31822990_OTUD7A_+	OTUD7A	415	786	844	458
chr1:149949363-149949382_OTUD7B_-	OTUD7B	689	308	402	1140
chr1:149942994-149943013_OTUD7B_+	OTUD7B	3303	1347	666	2673
chr1:149939320-149939339_OTUD7B_+	OTUD7B	1007	1465	747	2532
chr1:149937685-149937704_OTUD7B_+	OTUD7B	968	1281	541	1151
chr2:63280187-63280206_OTX1_-	OTX1	385	770	553	958
chr2:63280191-63280210_OTX1_+	OTX1	866	1349	1199	1357
chr2:63282851-63282870_OTX1_+	OTX1	506	510	427	0
chr2:63283372-63283391_OTX1_-	OTX1	2597	1567	718	1382
chr14:57272073-57272092_OTX2_+	OTX2	1374	1448	778	1283
chr14:57272075-57272094_OTX2_+	OTX2	2103	1097	998	512
chr14:57271031-57271050_OTX2_+	OTX2	35	63	16	192
chr14:57268510-57268529_OTX2_+	OTX2	213	1007	642	737
chr17:1945401-1945420_OVCA2_+	OVCA2	67	279	207	33
chr17:1945421-1945440_OVCA2_-	OVCA2	954	622	707	331
chr17:1945423-1945442_OVCA2_+	OVCA2	223	340	351	109
chr17:1945504-1945523_OVCA2_+	OVCA2	595	1128	1024	463
chr12:29649537-29649556_OVCH1_+	OVCH1	866	1138	1192	516
chr12:29649177-29649196_OVCH1_-	OVCH1	406	378	779	1071
chr12:29644053-29644072_OVCH1_-	OVCH1	173	162	164	109
chr12:29642589-29642608_OVCH1_+	OVCH1	1362	1908	963	722
chr1:111970326-111970345_OVGP1_-	OVGP1	1531	1226	1436	2582
chr1:111969686-111969705_OVGP1_-	OVGP1	185	380	868	811
chr1:111969141-111969160_OVGP1_+	OVGP1	165	366	348	115
chr1:111957616-111957635_OVGP1_+	OVGP1	4211	3282	1395	895
chr11:65554885-65554904_OVOL1_-	OVOL1	517	607	733	502
chr11:65561571-65561590_OVOL1_-	OVOL1	1622	1505	725	991
chr11:65561652-65561671_OVOL1_-	OVOL1	2785	2735	2214	2195
chr11:65562716-65562735_OVOL1_-	OVOL1	736	838	671	273
chr20:18038209-18038228_OVOL2_+	OVOL2	1285	1502	971	1203
chr20:18037472-18037491_OVOL2_+	OVOL2	1152	1402	1034	689
chr20:18022340-18022359_OVOL2_-	OVOL2	641	491	166	593
chr20:18005344-18005363_OVOL2_-	OVOL2	302	392	536	1453
chr19:36603805-36603824_OVOL3_-	OVOL3	284	403	755	398
chr19:36603834-36603853_OVOL3_-	OVOL3	1990	2321	877	564
chr19:36604392-36604411_OVOL3_+	OVOL3	1287	1106	511	637
chr19:36604529-36604548_OVOL3_-	OVOL3	1294	632	378	1324
chr14:23235911-23235930_OXA1L_+	OXA1L	953	1059	970	1042
chr14:23236478-23236497_OXA1L_-	OXA1L	64	536	1009	836
chr14:23237178-23237197_OXA1L_-	OXA1L	0	97	313	197
chr14:23239417-23239436_OXA1L_-	OXA1L	143	959	1238	541
chr5:41870421-41870440_OXCT1_+	OXCT1	515	688	925	962
chr5:41853523-41853542_OXCT1_-	OXCT1	357	810	669	2358
chr5:41850253-41850272_OXCT1_-	OXCT1	879	1762	352	915
chr5:41842835-41842854_OXCT1_-	OXCT1	1492	1038	512	335
chr1:40235810-40235829_OXCT2_-	OXCT2	268	483	1146	679
chr1:40236204-40236223_OXCT2_-	OXCT2	2391	1854	1838	1334
chr1:40236762-40236781_OXCT2_-	OXCT2	188	141	127	874
chr1:40236851-40236870_OXCT2_-	OXCT2	1140	1395	1185	761
chr2:42990279-42990298_OXER1_+	OXER1	597	806	322	253
chr2:42990405-42990424_OXER1_+	OXER1	608	801	525	571
chr2:42990860-42990879_OXER1_+	OXER1	194	648	422	95
chr2:42990861-42990880_OXER1_+	OXER1	147	375	585	513
chr13:97639083-97639102_OXGR1_-	OXGR1	1211	1129	644	662
chr13:97639334-97639353_OXGR1_-	OXGR1	1084	1814	1075	1216
chr13:97639363-97639382_OXGR1_+	OXGR1	1961	1980	1504	907
chr13:97639534-97639553_OXGR1_+	OXGR1	149	301	455	165
chr17:79632251-79632270_OXLD1_+	OXLD1	1106	1420	1120	886
chr17:79632488-79632507_OXLD1_-	OXLD1	1576	1781	1117	1269
chr17:79632549-79632568_OXLD1_-	OXLD1	799	618	652	284
chr17:79632568-79632587_OXLD1_-	OXLD1	826	923	1289	141
chr3:16312487-16312506_OXNAD1_-	OXNAD1	600	1227	752	436
chr3:16313220-16313239_OXNAD1_-	OXNAD1	1576	714	657	722
chr3:16336489-16336508_OXNAD1_-	OXNAD1	762	1017	508	997
chr3:16343250-16343269_OXNAD1_-	OXNAD1	676	720	924	269
chr8:107670330-107670349_OXR1_+	OXR1	229	360	439	1365
chr8:107691452-107691471_OXR1_+	OXR1	633	444	384	110
chr8:107696508-107696527_OXR1_-	OXR1	3819	2210	931	1016
chr8:107715229-107715248_OXR1_+	OXR1	1565	1634	1276	337
chr3:25832695-25832714_OXSM_+	OXSM	282	592	667	521
chr3:25832766-25832785_OXSM_-	OXSM	212	593	428	421
chr3:25835715-25835734_OXSM_-	OXSM	145	354	252	1323
chr3:25835746-25835765_OXSM_+	OXSM	451	640	522	646
chr3:38240296-38240315_OXSR1_+	OXSR1	301	335	247	69
chr3:38278333-38278352_OXSR1_+	OXSR1	4002	2302	1923	3328
chr3:38292883-38292902_OXSR1_+	OXSR1	1171	1074	1051	554
chr3:38293854-38293873_OXSR1_-	OXSR1	1591	1428	1528	1182
chr3:8809085-8809104_OXTR_+	OXTR	379	391	692	690
chr3:8809393-8809412_OXTR_+	OXTR	1041	1949	2019	995
chr3:8794702-8794721_OXTR_+	OXTR	1193	1227	701	929
chr3:8794888-8794907_OXTR_+	OXTR	1074	1220	1053	886
chr20:3052313-3052332_OXT_-	OXT	1671	1654	986	418
chr20:3052340-3052359_OXT_-	OXT	812	990	1170	954
chr20:3052380-3052399_OXT_-	OXT	319	665	850	563
chr20:3053058-3053077_OXT_-	OXT	707	924	857	509
chr17:3819444-3819463_P2RX1_+	P2RX1	796	1068	1388	1281
chr17:3808533-3808552_P2RX1_+	P2RX1	1968	2311	2685	1474
chr17:3808191-3808210_P2RX1_+	P2RX1	120	325	211	1039
chr17:3807607-3807626_P2RX1_+	P2RX1	334	855	595	546
chr12:133195505-133195524_P2RX2_+	P2RX2	650	766	605	691
chr12:133196046-133196065_P2RX2_+	P2RX2	333	262	589	794
chr12:133196293-133196312_P2RX2_-	P2RX2	309	378	686	511
chr12:133196637-133196656_P2RX2_-	P2RX2	2832	1654	911	175
chr11:57106092-57106111_P2RX3_-	P2RX3	122	553	232	1048
chr11:57114086-57114105_P2RX3_-	P2RX3	1397	1166	802	1030
chr11:57114640-57114659_P2RX3_+	P2RX3	299	632	790	709
chr11:57114928-57114947_P2RX3_+	P2RX3	161	567	534	318
chr12:121654994-121655013_P2RX4_+	P2RX4	767	635	588	659
chr12:121659948-121659967_P2RX4_+	P2RX4	564	1012	1159	4119
chr12:121666665-121666684_P2RX4_-	P2RX4	1094	1237	1421	1282
chr12:121666824-121666843_P2RX4_-	P2RX4	665	379	627	1479
chr17:3599165-3599184_P2RX5_+	P2RX5	948	994	1044	2122
chr17:3595025-3595044_P2RX5_+	P2RX5	1340	1286	780	846
chr17:3594252-3594271_P2RX5_-	P2RX5	528	830	668	647
chr17:3593923-3593942_P2RX5_-	P2RX5	285	614	684	641
chr22:21370345-21370364_P2RX6_-	P2RX6	841	1117	816	2146
chr22:21376961-21376980_P2RX6_+	P2RX6	1385	1534	1636	1718
chr22:21377466-21377485_P2RX6_-	P2RX6	975	1454	707	568
chr22:21377827-21377846_P2RX6_+	P2RX6	1148	1047	547	191
chr12:121592599-121592618_P2RX7_+	P2RX7	169	578	722	271
chr12:121593929-121593948_P2RX7_+	P2RX7	898	721	893	1211
chr12:121598712-121598731_P2RX7_-	P2RX7	462	956	363	221
chr12:121603223-121603242_P2RX7_-	P2RX7	2598	1930	1297	1820
chrX:78216728-78216747_P2RY10_+	P2RY10	523	771	403	392
chrX:78216835-78216854_P2RY10_-	P2RY10	3106	1872	1173	2371
chrX:78216954-78216973_P2RY10_+	P2RY10	2820	2391	2085	3338
chrX:78216974-78216993_P2RY10_-	P2RY10	237	533	516	116
chr19:10222394-10222413_P2RY11_+	P2RY11	1057	1151	994	898
chr3:151055782-151055801_P2RY12_-	P2RY12	638	1084	1419	2852
chr3:151055821-151055840_P2RY12_+	P2RY12	1989	1491	1376	1099
chr3:151055964-151055983_P2RY12_-	P2RY12	314	462	948	1841
chr3:151056527-151056546_P2RY12_+	P2RY12	1173	1384	1805	655
chr3:151047271-151047290_P2RY13_-	P2RY13	2620	1552	1102	1440
chr3:151046645-151046664_P2RY13_+	P2RY13	652	650	908	851
chr3:151046687-151046706_P2RY13_-	P2RY13	314	777	344	297
chr3:151046751-151046770_P2RY13_+	P2RY13	0	0	0	0
chr3:150931707-150931726_P2RY14_+	P2RY14	347	340	824	1389
chr3:150931931-150931950_P2RY14_+	P2RY14	128	421	183	47
chr3:150932007-150932026_P2RY14_+	P2RY14	21	433	759	154
chr3:150932045-150932064_P2RY14_+	P2RY14	511	835	706	355
chr3:152553603-152553622_P2RY1_-	P2RY1	720	971	883	263
chr3:152553789-152553808_P2RY1_-	P2RY1	320	883	535	1615
chr3:152554260-152554279_P2RY1_-	P2RY1	954	1377	693	1403
chr3:152554449-152554468_P2RY1_-	P2RY1	2004	1902	1576	966
chr11:72945489-72945508_P2RY2_-	P2RY2	2223	1651	810	922
chr11:72945930-72945949_P2RY2_+	P2RY2	919	798	915	1763
chr11:72945950-72945969_P2RY2_-	P2RY2	582	709	552	1866
chr11:72946281-72946300_P2RY2_+	P2RY2	161	752	891	326
chrX:69478437-69478456_P2RY4_+	P2RY4	965	775	575	1213
chrX:69478452-69478471_P2RY4_+	P2RY4	885	2054	1582	2157
chrX:69479257-69479276_P2RY4_+	P2RY4	610	777	1042	662
chrX:69479290-69479309_P2RY4_+	P2RY4	1581	1910	1310	3049
chr11:73007859-73007878_P2RY6_-	P2RY6	647	1098	680	1478
chr11:73007986-73008005_P2RY6_-	P2RY6	525	524	1283	1255
chr11:73008048-73008067_P2RY6_-	P2RY6	580	685	1029	1186
chr11:73008490-73008509_P2RY6_-	P2RY6	736	1038	486	616
chr10:74828619-74828638_P4HA1_-	P4HA1	154	278	342	306
chr10:74813239-74813258_P4HA1_-	P4HA1	754	744	924	1385
chr10:74810830-74810849_P4HA1_-	P4HA1	325	1372	964	493
chr10:74803650-74803669_P4HA1_+	P4HA1	2095	1943	1071	2931
chr5:131554253-131554272_P4HA2_+	P4HA2	561	1305	1531	2439
chr5:131553473-131553492_P4HA2_-	P4HA2	1212	1265	667	725
chr5:131552923-131552942_P4HA2_-	P4HA2	1734	1059	676	1332
chr5:131549623-131549642_P4HA2_-	P4HA2	478	577	1014	167
chr11:74015380-74015399_P4HA3_+	P4HA3	1137	946	1098	2091
chr11:74013500-74013519_P4HA3_+	P4HA3	2285	1670	662	1400
chr11:74009339-74009358_P4HA3_-	P4HA3	801	823	298	1050
chr11:74000127-74000146_P4HA3_+	P4HA3	1235	1341	897	2079
chr17:79818270-79818289_P4HB_+	P4HB	529	342	619	739
chr17:79817156-79817175_P4HB_-	P4HB	404	738	380	937
chr17:79813390-79813409_P4HB_-	P4HB	654	762	1158	369
chr17:79805196-79805215_P4HB_-	P4HB	996	1732	943	1114
chr3:49027905-49027924_P4HTM_-	P4HTM	193	480	956	1703
chr3:49028338-49028357_P4HTM_-	P4HTM	1111	849	574	646
chr3:49040003-49040022_P4HTM_-	P4HTM	418	557	259	542
chr3:49041652-49041671_P4HTM_-	P4HTM	1099	1107	841	669
chr12:56498512-56498531_PA2G4_+	PA2G4	1016	1496	1201	158
chr12:56498542-56498561_PA2G4_+	PA2G4	614	1192	1228	406
chr12:56503714-56503733_PA2G4_-	PA2G4	275	452	695	277
chr12:56504461-56504480_PA2G4_-	PA2G4	334	389	346	0
chr11:73589861-73589880_PAAF1_-	PAAF1	640	1050	1106	716
chr11:73598439-73598458_PAAF1_+	PAAF1	1824	1427	727	1123
chr11:73620453-73620472_PAAF1_+	PAAF1	873	1288	685	731
chr11:73625459-73625478_PAAF1_+	PAAF1	732	826	1077	615
chr20:43538866-43538885_PABPC1L_+	PABPC1L	2512	1823	1781	1996
chr20:43541472-43541491_PABPC1L_-	PABPC1L	826	1159	762	1786
chr20:43545423-43545442_PABPC1L_-	PABPC1L	2035	2028	1328	1776
chr20:43547622-43547641_PABPC1L_+	PABPC1L	631	801	1411	626
chr8:101733628-101733647_PABPC1_-	PABPC1	219	930	1106	592
chr8:101721946-101721965_PABPC1_-	PABPC1	621	968	757	1244
chr8:101719178-101719197_PABPC1_+	PABPC1	269	390	523	847
chr8:101718952-101718971_PABPC1_+	PABPC1	515	576	454	814
chr13:25670504-25670523_PABPC3_+	PABPC3	815	368	280	1059
chr13:25670522-25670541_PABPC3_+	PABPC3	513	940	1038	733
chr13:25671829-25671848_PABPC3_-	PABPC3	1285	1722	1273	1908
chr13:25671830-25671849_PABPC3_-	PABPC3	1790	1029	670	737
chr4:135121498-135121517_PABPC4L_-	PABPC4L	1346	1406	814	1193
chr4:135121992-135122011_PABPC4L_+	PABPC4L	946	1079	869	1674
chr4:135122078-135122097_PABPC4L_-	PABPC4L	683	827	652	1297
chr4:135122124-135122143_PABPC4L_+	PABPC4L	915	1362	871	715
chr1:40041414-40041433_PABPC4_+	PABPC4	1320	1511	980	2893
chr1:40035616-40035635_PABPC4_-	PABPC4	759	520	659	823
chr1:40033411-40033430_PABPC4_+	PABPC4	1298	621	229	1470
chr1:40030777-40030796_PABPC4_-	PABPC4	899	752	749	947
chrX:90690752-90690771_PABPC5_-	PABPC5	1246	1643	1165	2437
chrX:90690753-90690772_PABPC5_-	PABPC5	1573	2094	1601	1801
chrX:90691077-90691096_PABPC5_+	PABPC5	1120	1075	751	1606
chrX:90691629-90691648_PABPC5_+	PABPC5	1684	1259	940	596
chr16:88932197-88932216_PABPN1L_+	PABPN1L	1706	1713	1358	890
chr16:88932303-88932322_PABPN1L_-	PABPN1L	1367	1689	843	1039
chr16:88931998-88932017_PABPN1L_+	PABPN1L	729	937	836	1191
chr16:88930738-88930757_PABPN1L_-	PABPN1L	1629	1080	1247	1288
chr14:23790666-23790685_PABPN1_+	PABPN1	197	727	1103	1191
chr14:23790936-23790955_PABPN1_-	PABPN1	409	476	916	450
chr14:23790976-23790995_PABPN1_+	PABPN1	902	894	561	1074
chr14:23790987-23791006_PABPN1_+	PABPN1	104	468	1461	663
chr4:20706098-20706117_PACRGL_+	PACRGL	1060	1434	951	815
chr4:20709459-20709478_PACRGL_+	PACRGL	677	577	548	304
chr4:20714528-20714547_PACRGL_-	PACRGL	954	1156	515	1050
chr4:20715060-20715079_PACRGL_-	PACRGL	1516	1058	483	1600
chr6:163483284-163483303_PACRG_+	PACRG	186	607	309	152
chr6:163483332-163483351_PACRG_-	PACRG	1189	1585	801	1161
chr6:163510384-163510403_PACRG_-	PACRG	966	1369	544	1117
chr6:163735933-163735952_PACRG_+	PACRG	183	346	266	58
chr11:65838250-65838269_PACS1_-	PACS1	75	210	297	33
chr11:65961002-65961021_PACS1_+	PACS1	1076	906	360	131
chr11:65977919-65977938_PACS1_-	PACS1	1347	1495	625	361
chr11:65978688-65978707_PACS1_+	PACS1	1430	1310	478	242
chr14:105814875-105814894_PACS2_+	PACS2	424	488	454	225
chr14:105818713-105818732_PACS2_+	PACS2	386	629	557	3045
chr14:105821472-105821491_PACS2_+	PACS2	745	558	165	413
chr14:105833550-105833569_PACS2_+	PACS2	1884	1594	890	650
chr6:34494100-34494119_PACSIN1_+	PACSIN1	2106	1373	973	425
chr6:34495186-34495205_PACSIN1_+	PACSIN1	254	528	510	860
chr6:34496513-34496532_PACSIN1_+	PACSIN1	263	589	230	1511
chr6:34497547-34497566_PACSIN1_+	PACSIN1	1420	1503	1411	1577
chr22:43289523-43289542_PACSIN2_-	PACSIN2	1066	1908	1031	820
chr22:43287151-43287170_PACSIN2_+	PACSIN2	388	624	513	1324
chr22:43280527-43280546_PACSIN2_-	PACSIN2	978	1328	982	2173
chr22:43272904-43272923_PACSIN2_-	PACSIN2	1325	1754	1916	2197
chr11:47204259-47204278_PACSIN3_-	PACSIN3	1481	821	514	539
chr11:47204084-47204103_PACSIN3_-	PACSIN3	1313	1684	1122	1263
chr11:47202218-47202237_PACSIN3_+	PACSIN3	0	0	0	0
chr11:47201751-47201770_PACSIN3_-	PACSIN3	311	582	1161	1180
chr1:17548866-17548885_PADI1_+	PADI1	1533	1269	443	1726
chr1:17550163-17550182_PADI1_-	PADI1	694	1252	521	705
chr1:17550895-17550914_PADI1_+	PADI1	577	1090	997	487
chr1:17552401-17552420_PADI1_-	PADI1	1290	2080	1056	969
chr1:17445824-17445843_PADI2_-	PADI2	224	651	690	578
chr1:17431390-17431409_PADI2_-	PADI2	1611	1295	835	718
chr1:17429465-17429484_PADI2_+	PADI2	95	491	525	339
chr1:17422406-17422425_PADI2_-	PADI2	763	456	415	1053
chr1:17575709-17575728_PADI3_-	PADI3	695	578	190	50
chr1:17586162-17586181_PADI3_+	PADI3	1483	943	877	241
chr1:17588668-17588687_PADI3_-	PADI3	1271	1777	859	1134
chr1:17592169-17592188_PADI3_+	PADI3	1076	1025	590	560
chr1:17634706-17634725_PADI4_+	PADI4	2276	2654	992	1067
chr1:17657472-17657491_PADI4_-	PADI4	23	186	278	375
chr1:17664629-17664648_PADI4_+	PADI4	771	747	760	2888
chr1:17668517-17668536_PADI4_+	PADI4	230	358	851	1055
chr9:138453683-138453702_PAEP_-	PAEP	1016	1430	771	825
chr9:138454162-138454181_PAEP_-	PAEP	1925	2261	915	2885
chr9:138456111-138456130_PAEP_-	PAEP	1709	1815	1236	1495
chr9:138457315-138457334_PAEP_-	PAEP	1875	1386	1140	1226
chr19:39881456-39881475_PAF1_+	PAF1	1878	1748	1336	1656
chr19:39880898-39880917_PAF1_+	PAF1	783	842	703	1546
chr19:39879807-39879826_PAF1_-	PAF1	213	513	654	25
chr19:39879231-39879250_PAF1_-	PAF1	776	852	827	265
chr17:2573537-2573556_PAFAH1B1_-	PAFAH1B1	59	436	809	34
chr17:2575969-2575988_PAFAH1B1_+	PAFAH1B1	482	666	978	116
chr17:2577397-2577416_PAFAH1B1_+	PAFAH1B1	711	663	758	12
chr17:2583482-2583501_PAFAH1B1_+	PAFAH1B1	93	767	518	510
chr11:117030714-117030733_PAFAH1B2_-	PAFAH1B2	334	695	499	322
chr11:117038231-117038250_PAFAH1B2_-	PAFAH1B2	198	884	523	911
